Date, Close 
2018-06-26, 122.99 
2018-06-27, 121.50 
2018-06-28, 121.24 
2018-06-29, 121.55 
2018-07-02, 122.40 
2018-07-03, 122.01 
2018-07-05, 121.47 
2018-07-06, 122.04 
2018-07-09, 124.48 
2018-07-10, 124.21 
2018-07-11, 121.76 
2018-07-12, 120.85 
2018-07-13, 121.83 
2018-07-16, 121.13 
2018-07-17, 121.56 
2018-07-18, 121.43 
2018-07-19, 121.58 
2018-07-20, 121.26 
2018-07-23, 121.92 
2018-07-24, 117.08 
2018-07-25, 118.88 
2018-07-26, 118.81 
2018-07-27, 118.85 
2018-07-30, 117.81 
2018-07-31, 119.90 
2018-08-01, 119.45 
2018-08-02, 122.41 
2018-08-03, 120.81 
2018-08-06, 121.35 
2018-08-07, 122.69 
2018-08-08, 121.91 
2018-08-09, 121.71 
2018-08-10, 121.11 
2018-08-13, 120.14 
2018-08-14, 121.57 
2018-08-15, 121.31 
2018-08-16, 121.65 
2018-08-17, 122.34 
2018-08-20, 123.43 
2018-08-21, 123.90 
2018-08-22, 123.94 
2018-08-23, 123.49 
2018-08-24, 123.80 
2018-08-27, 123.79 
2018-08-28, 121.69 
2018-08-29, 121.26 
2018-08-30, 119.81 
2018-08-31, 120.75 
2018-09-04, 119.98 
2018-09-05, 123.07 
2018-09-06, 123.08 
2018-09-07, 122.98 
2018-09-10, 127.44 
2018-09-11, 126.48 
2018-09-12, 125.28 
2018-09-13, 123.87 
2018-09-14, 124.56 
2018-09-17, 122.45 
2018-09-18, 123.39 
2018-09-19, 122.09 
2018-09-20, 119.41 
2018-09-21, 119.00 
2018-09-24, 120.40 
2018-09-25, 119.83 
2018-09-26, 121.09 
2018-09-27, 118.45 
2018-09-28, 118.94 
2018-10-01, 121.09 
2018-10-02, 120.37 
2018-10-03, 120.65 
2018-10-04, 121.04 
2018-10-05, 120.41 
2018-10-08, 121.09 
2018-10-09, 118.17 
2018-10-10, 113.93 
2018-10-11, 110.29 
2018-10-12, 109.29 
2018-10-15, 111.53 
2018-10-16, 113.89 
2018-10-17, 112.20 
2018-10-18, 109.88 
2018-10-19, 111.63 
2018-10-22, 111.07 
2018-10-23, 108.98 
2018-10-24, 106.67 
2018-10-25, 107.40 
2018-10-26, 106.51 
2018-10-29, 107.10 
2018-10-30, 109.76 
2018-10-31, 110.61 
2018-11-01, 110.90 
2018-11-02, 110.01 
2018-11-05, 108.82 
2018-11-06, 108.83 
2018-11-07, 111.06 
2018-11-08, 109.25 
2018-11-09, 106.72 
2018-11-12, 106.20 
2018-11-13, 105.42 
2018-11-14, 105.22 
2018-11-15, 106.56 
2018-11-16, 107.02 
2018-11-19, 108.51 
2018-11-20, 104.37 
2018-11-21, 105.65 
2018-11-23, 105.41 
2018-11-26, 107.98 
2018-11-27, 105.94 
2018-11-28, 108.64 
2018-11-29, 106.24 
2018-11-30, 106.36 
2018-12-03, 105.01 
2018-12-04, 100.63 
2018-12-06, 103.43 
2018-12-07, 99.84 
2018-12-10, 99.91 
2018-12-11, 98.66 
2018-12-12, 98.30 
2018-12-13, 95.87 
2018-12-14, 92.69 
2018-12-17, 93.68 
2018-12-18, 93.57 
2018-12-19, 91.89 
2018-12-20, 92.43 
2018-12-21, 90.85 
2018-12-24, 88.67 
2018-12-26, 92.66 
2018-12-27, 93.80 
2018-12-28, 93.23 
